,거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부,"1동,2동"
0,"10,200",1999,2017,정담길,00123,00000,41480,01,0,4418712,금촌동,0424,0009,41480,10100,1,경신(424-9),12,1,41480-10,37.45,424-9,41480,2,,,
1,"16,200",1997,2017,한마음1길,00025,00000,41480,01,0,4418851,금촌동,0922,0000,41480,10100,1,주공(922-0),12,2,41480-26,59.98,922,41480,8,,,
2,"27,000",2005,2017,후곡로,00077,00000,41480,01,0,3206137,금촌동,1008,0000,41480,10100,1,풍림아이원(1008-0),12,2,41480-518,97.1878,1008,41480,1,,,
3,"24,000",2004,2017,후곡로,00050,00000,41480,01,0,3206137,금촌동,0992,0000,41480,10100,1,후곡마을뜨란채주공4단지,12,2,41480-70,84.88,992,41480,3,,,
4,"25,000",2004,2017,후곡로,00050,00000,41480,01,0,3206137,금촌동,0992,0000,41480,10100,1,후곡마을뜨란채주공4단지,12,2,41480-70,84.87,992,41480,4,,,
5,"24,000",2004,2017,번영로,00055,00000,41480,01,0,3206113,금촌동,0972,0000,41480,10100,1,새꽃마을뜨란채(972-0),12,2,41480-68,84.98,972,41480,3,,,
6,"21,500",2004,2017,번영로,00055,00000,41480,01,0,3206113,금촌동,0972,0000,41480,10100,1,새꽃마을뜨란채(972-0),12,2,41480-68,59.99,972,41480,13,,,
7,"22,500",2000,2017,문화로,00010,00000,41480,01,0,3206112,금촌동,0792,0001,41480,10100,1,장안7밀레니엄(792-1),12,4,41480-23,134.94,792-1,41480,2,,,
8,"33,700",2005,2017,후곡로,00077,00000,41480,01,0,3206137,금촌동,1008,0000,41480,10100,1,풍림아이원(1008-0),12,4,41480-518,124.0861,1008,41480,17,,,
9,"23,500",2004,2017,새꽃로,00010,00000,41480,01,0,3206045,금촌동,1022,0000,41480,10100,1,후곡마을주공6단지,12,4,41480-72,59.56,1022,41480,7,,,
10,"22,100",2004,2017,쇠재로,00133,00000,41480,01,0,3206051,금촌동,1003,0000,41480,10100,1,쇠재마을뜨란채주공5단지,12,4,41480-71,59.06,1003,41480,12,,,
11,"23,200",2004,2017,새꽃로,00010,00000,41480,01,0,3206045,금촌동,1022,0000,41480,10100,1,후곡마을주공6단지,12,5,41480-72,59.56,1022,41480,5,,,
12,"16,000",1997,2017,한마음1길,00025,00000,41480,01,0,4418851,금촌동,0922,0000,41480,10100,1,주공(922-0),12,6,41480-26,59.98,922,41480,10,,,
13,"16,500",1994,2017,한마음2길,00013,00000,41480,01,0,4418852,금촌동,0234,0008,41480,10100,1,두보1(234-8),12,7,41480-15,59.805,234-8,41480,3,,,
14,"21,500",2004,2017,쇠재로,00133,00000,41480,01,0,3206051,금촌동,1003,0000,41480,10100,1,쇠재마을뜨란채주공5단지,12,7,41480-71,59.92,1003,41480,19,,,
15,"21,000",2004,2017,쇠재로,00133,00000,41480,01,0,3206051,금촌동,1003,0000,41480,10100,1,쇠재마을뜨란채주공5단지,12,7,41480-71,59.06,1003,41480,14,,,
16,"23,900",2004,2017,후곡로,00050,00000,41480,01,0,3206137,금촌동,0992,0000,41480,10100,1,후곡마을뜨란채주공4단지,12,7,41480-70,84.87,992,41480,3,,,
17,"18,100",1998,2017,황골로,00018,00000,41480,01,0,3206104,금촌동,0228,0001,41480,10100,1,건일장미(228-1),12,8,41480-9,59.96,228-1,41480,6,,,
18,"7,800",1998,2017,시민회관길,00013,00011,41480,01,0,4418518,금촌동,0769,0005,41480,10100,1,장안귀빈(769-5),12,8,41480-66,41.76,769-5,41480,1,,,
19,"16,400",1996,2017,황골로,00012,00000,41480,01,0,3206104,금촌동,0230,0002,41480,10100,1,장미2(230-2),12,11,41480-20,59.96,230-2,41480,9,,,
20,"26,400",2005,2017,쇠재로,00030,00000,41480,01,0,3206051,금촌동,1019,0000,41480,10100,1,금촌주공7단지(1019-0),12,11,41480-240,84.8,1019,41480,7,,,
21,"25,900",2005,2017,쇠재로,00030,00000,41480,01,0,3206051,금촌동,1019,0000,41480,10100,1,금촌주공7단지(1019-0),12,11,41480-240,84.47,1019,41480,7,,,
22,"27,500",2005,2017,쇠재로,00030,00000,41480,01,0,3206051,금촌동,1019,0000,41480,10100,1,금촌주공7단지(1019-0),12,11,41480-240,84.8,1019,41480,16,,,
23,"17,200",1997,2017,황골로,00022,00000,41480,01,0,3206104,금촌동,0233,0006,41480,10100,1,장미3(233-6),12,11,41480-21,59.96,233-6,41480,15,,,
24,"16,950",2002,2017,한마음2길,00033,00000,41480,01,0,4418852,금촌동,0255,0005,41480,10100,1,장미8(255-5),12,12,41480-27,59.591,255-5,41480,4,,,
25,"18,000",2006,2017,금신초교길,00072,00000,41480,01,0,4418069,금촌동,1014,0000,41480,10100,1,한일유앤아이1차(1014-0),12,12,41480-550,74.8794,1014,41480,1,,,
26,"22,800",2004,2017,새꽃로,00010,00000,41480,01,0,3206045,금촌동,1022,0000,41480,10100,1,후곡마을주공6단지,12,12,41480-72,59.56,1022,41480,8,,,
27,"22,800",2004,2017,새꽃로,00010,00000,41480,01,0,3206045,금촌동,1022,0000,41480,10100,1,후곡마을주공6단지,12,13,41480-72,59.56,1022,41480,10,,,
28,"27,500",2004,2017,후곡로,00050,00000,41480,01,0,3206137,금촌동,0992,0000,41480,10100,1,후곡마을뜨란채주공4단지,12,14,41480-70,84.88,992,41480,17,,,
29,"25,000",2005,2017,쇠재로,00030,00000,41480,01,0,3206051,금촌동,1019,0000,41480,10100,1,금촌주공7단지(1019-0),12,14,41480-240,84.8,1019,41480,4,,,
30,"20,600",2004,2017,쇠재로,00133,00000,41480,01,0,3206051,금촌동,1003,0000,41480,10100,1,쇠재마을뜨란채주공5단지,12,14,41480-71,59.06,1003,41480,3,,,
31,"16,000",1994,2017,한마음2길,00005,00000,41480,01,0,4418852,금촌동,0234,0008,41480,10100,1,두보1(234-8),12,15,41480-15,59.805,234-8,41480,12,,,
32,"20,000",2004,2017,새꽃로,00010,00000,41480,01,0,3206045,금촌동,1022,0000,41480,10100,1,후곡마을주공6단지,12,15,41480-72,51.67,1022,41480,20,,,
33,"21,300",2004,2017,쇠재로,00133,00000,41480,01,0,3206051,금촌동,1003,0000,41480,10100,1,쇠재마을뜨란채주공5단지,12,16,41480-71,59.06,1003,41480,18,,,
34,"22,900",2004,2017,새꽃로,00010,00000,41480,01,0,3206045,금촌동,1022,0000,41480,10100,1,후곡마을주공6단지,12,17,41480-72,59.56,1022,41480,10,,,
35,"13,600",1990,2017,중앙로,00226,00000,41480,01,0,3206129,금촌동,0781,0002,41480,10100,1,동현(781-2),12,18,41480-14,53.51,781-2,41480,6,,,
36,"20,800",2004,2017,번영로,00055,00000,41480,01,0,3206113,금촌동,0972,0000,41480,10100,1,새꽃마을뜨란채(972-0),12,18,41480-68,59.98,972,41480,18,,,
